_id,year,quarter,region,area,value,unit,source
390,2562,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,รวม,72.67,พันคน,สำนักงานสถิติแห่งชาติ
391,2562,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,รวม,65.84,พันคน,สำนักงานสถิติแห่งชาติ
392,2562,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,รวม,79.45,พันคน,สำนักงานสถิติแห่งชาติ
393,2563,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,รวม,79.39,พันคน,สำนักงานสถิติแห่งชาติ
394,2563,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,รวม,167.99,พันคน,สำนักงานสถิติแห่งชาติ
395,2563,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,รวม,153.49,พันคน,สำนักงานสถิติแห่งชาติ
396,2563,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,รวม,126.78,พันคน,สำนักงานสถิติแห่งชาติ
397,2555,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,16.13,พันคน,สำนักงานสถิติแห่งชาติ
398,2555,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,22.80,พันคน,สำนักงานสถิติแห่งชาติ
399,2555,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,14.50,พันคน,สำนักงานสถิติแห่งชาติ
400,2555,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,18.00,พันคน,สำนักงานสถิติแห่งชาติ
401,2556,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,18.43,พันคน,สำนักงานสถิติแห่งชาติ
402,2556,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,15.63,พันคน,สำนักงานสถิติแห่งชาติ
403,2556,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,21.79,พันคน,สำนักงานสถิติแห่งชาติ
404,2556,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,20.43,พันคน,สำนักงานสถิติแห่งชาติ
405,2557,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,19.31,พันคน,สำนักงานสถิติแห่งชาติ
406,2557,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,18.86,พันคน,สำนักงานสถิติแห่งชาติ
407,2557,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,21.06,พันคน,สำนักงานสถิติแห่งชาติ
408,2557,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,14.33,พันคน,สำนักงานสถิติแห่งชาติ
409,2558,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,17.56,พันคน,สำนักงานสถิติแห่งชาติ
410,2558,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,26.93,พันคน,สำนักงานสถิติแห่งชาติ
411,2558,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,19.79,พันคน,สำนักงานสถิติแห่งชาติ
412,2558,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,13.51,พันคน,สำนักงานสถิติแห่งชาติ
413,2559,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,22.27,พันคน,สำนักงานสถิติแห่งชาติ
414,2559,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,18.16,พันคน,สำนักงานสถิติแห่งชาติ
415,2559,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,23.36,พันคน,สำนักงานสถิติแห่งชาติ
416,2559,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,26.67,พันคน,สำนักงานสถิติแห่งชาติ
417,2560,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,28.49,พันคน,สำนักงานสถิติแห่งชาติ
418,2560,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,25.40,พันคน,สำนักงานสถิติแห่งชาติ
419,2560,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,27.31,พันคน,สำนักงานสถิติแห่งชาติ
420,2560,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,23.85,พันคน,สำนักงานสถิติแห่งชาติ
421,2561,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,36.76,พันคน,สำนักงานสถิติแห่งชาติ
422,2561,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,26.06,พันคน,สำนักงานสถิติแห่งชาติ
423,2561,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,22.81,พันคน,สำนักงานสถิติแห่งชาติ
424,2561,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,22.44,พันคน,สำนักงานสถิติแห่งชาติ
425,2562,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,24.10,พันคน,สำนักงานสถิติแห่งชาติ
426,2562,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,24.42,พันคน,สำนักงานสถิติแห่งชาติ
427,2562,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,20.64,พันคน,สำนักงานสถิติแห่งชาติ
428,2562,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,18.29,พันคน,สำนักงานสถิติแห่งชาติ
429,2563,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,14.10,พันคน,สำนักงานสถิติแห่งชาติ
430,2563,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,44.69,พันคน,สำนักงานสถิติแห่งชาติ
431,2563,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,38.79,พันคน,สำนักงานสถิติแห่งชาติ
432,2563,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,31.96,พันคน,สำนักงานสถิติแห่งชาติ
433,2555,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,90.18,พันคน,สำนักงานสถิติแห่งชาติ
434,2555,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,92.40,พันคน,สำนักงานสถิติแห่งชาติ
435,2555,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,47.80,พันคน,สำนักงานสถิติแห่งชาติ
436,2555,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,41.10,พันคน,สำนักงานสถิติแห่งชาติ
437,2556,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,88.66,พันคน,สำนักงานสถิติแห่งชาติ
438,2556,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,74.81,พันคน,สำนักงานสถิติแห่งชาติ
439,2556,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,56.87,พันคน,สำนักงานสถิติแห่งชาติ
440,2556,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,52.90,พันคน,สำนักงานสถิติแห่งชาติ
441,2557,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,77.96,พันคน,สำนักงานสถิติแห่งชาติ
442,2557,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,71.67,พันคน,สำนักงานสถิติแห่งชาติ
443,2557,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,47.37,พันคน,สำนักงานสถิติแห่งชาติ
444,2557,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,27.00,พันคน,สำนักงานสถิติแห่งชาติ
445,2558,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,58.06,พันคน,สำนักงานสถิติแห่งชาติ
446,2558,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,66.60,พันคน,สำนักงานสถิติแห่งชาติ
447,2558,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,59.54,พันคน,สำนักงานสถิติแห่งชาติ
448,2558,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,38.76,พันคน,สำนักงานสถิติแห่งชาติ
449,2559,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,62.01,พันคน,สำนักงานสถิติแห่งชาติ
450,2559,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,78.88,พันคน,สำนักงานสถิติแห่งชาติ
451,2559,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,58.27,พันคน,สำนักงานสถิติแห่งชาติ
452,2559,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,52.71,พันคน,สำนักงานสถิติแห่งชาติ
453,2560,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,119.09,พันคน,สำนักงานสถิติแห่งชาติ
454,2560,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,85.35,พันคน,สำนักงานสถิติแห่งชาติ
455,2560,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,88.81,พันคน,สำนักงานสถิติแห่งชาติ
456,2560,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,66.28,พันคน,สำนักงานสถิติแห่งชาติ
457,2561,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,87.53,พันคน,สำนักงานสถิติแห่งชาติ
458,2561,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,69.72,พันคน,สำนักงานสถิติแห่งชาติ
459,2561,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,41.02,พันคน,สำนักงานสถิติแห่งชาติ
460,2561,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,51.31,พันคน,สำนักงานสถิติแห่งชาติ
461,2562,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,51.83,พันคน,สำนักงานสถิติแห่งชาติ
462,2562,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,48.25,พันคน,สำนักงานสถิติแห่งชาติ
463,2562,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,45.19,พันคน,สำนักงานสถิติแห่งชาติ
464,2562,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,61.16,พันคน,สำนักงานสถิติแห่งชาติ
465,2563,ไตรมาส 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,65.25,พันคน,สำนักงานสถิติแห่งชาติ
466,2563,ไตรมาส 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,123.30,พันคน,สำนักงานสถิติแห่งชาติ
467,2563,ไตรมาส 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,114.71,พันคน,สำนักงานสถิติแห่งชาติ
468,2563,ไตรมาส 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,94.82,พันคน,สำนักงานสถิติแห่งชาติ
469,2555,ไตรมาส 1,ภาคใต้,รวม,32.10,พันคน,สำนักงานสถิติแห่งชาติ
470,2555,ไตรมาส 2,ภาคใต้,รวม,52.90,พันคน,สำนักงานสถิติแห่งชาติ
471,2555,ไตรมาส 3,ภาคใต้,รวม,38.80,พันคน,สำนักงานสถิติแห่งชาติ
472,2555,ไตรมาส 4,ภาคใต้,รวม,27.70,พันคน,สำนักงานสถิติแห่งชาติ
473,2556,ไตรมาส 1,ภาคใต้,รวม,54.79,พันคน,สำนักงานสถิติแห่งชาติ
474,2556,ไตรมาส 2,ภาคใต้,รวม,55.23,พันคน,สำนักงานสถิติแห่งชาติ
475,2556,ไตรมาส 3,ภาคใต้,รวม,65.68,พันคน,สำนักงานสถิติแห่งชาติ
476,2556,ไตรมาส 4,ภาคใต้,รวม,41.53,พันคน,สำนักงานสถิติแห่งชาติ
477,2557,ไตรมาส 1,ภาคใต้,รวม,55.50,พันคน,สำนักงานสถิติแห่งชาติ
478,2557,ไตรมาส 2,ภาคใต้,รวม,65.87,พันคน,สำนักงานสถิติแห่งชาติ
479,2557,ไตรมาส 3,ภาคใต้,รวม,67.49,พันคน,สำนักงานสถิติแห่งชาติ
480,2557,ไตรมาส 4,ภาคใต้,รวม,51.65,พันคน,สำนักงานสถิติแห่งชาติ
481,2558,ไตรมาส 1,ภาคใต้,รวม,55.93,พันคน,สำนักงานสถิติแห่งชาติ
482,2558,ไตรมาส 2,ภาคใต้,รวม,51.93,พันคน,สำนักงานสถิติแห่งชาติ
483,2558,ไตรมาส 3,ภาคใต้,รวม,58.57,พันคน,สำนักงานสถิติแห่งชาติ
484,2558,ไตรมาส 4,ภาคใต้,รวม,57.85,พันคน,สำนักงานสถิติแห่งชาติ
485,2559,ไตรมาส 1,ภาคใต้,รวม,62.75,พันคน,สำนักงานสถิติแห่งชาติ
486,2559,ไตรมาส 2,ภาคใต้,รวม,82.81,พันคน,สำนักงานสถิติแห่งชาติ
487,2559,ไตรมาส 3,ภาคใต้,รวม,59.13,พันคน,สำนักงานสถิติแห่งชาติ
488,2559,ไตรมาส 4,ภาคใต้,รวม,75.97,พันคน,สำนักงานสถิติแห่งชาติ
489,2560,ไตรมาส 1,ภาคใต้,รวม,75.34,พันคน,สำนักงานสถิติแห่งชาติ
490,2560,ไตรมาส 2,ภาคใต้,รวม,85.06,พันคน,สำนักงานสถิติแห่งชาติ
491,2560,ไตรมาส 3,ภาคใต้,รวม,81.21,พันคน,สำนักงานสถิติแห่งชาติ
492,2560,ไตรมาส 4,ภาคใต้,รวม,97.86,พันคน,สำนักงานสถิติแห่งชาติ
493,2561,ไตรมาส 1,ภาคใต้,รวม,87.14,พันคน,สำนักงานสถิติแห่งชาติ
494,2561,ไตรมาส 2,ภาคใต้,รวม,81.93,พันคน,สำนักงานสถิติแห่งชาติ
495,2561,ไตรมาส 3,ภาคใต้,รวม,60.74,พันคน,สำนักงานสถิติแห่งชาติ
496,2561,ไตรมาส 4,ภาคใต้,รวม,71.91,พันคน,สำนักงานสถิติแห่งชาติ
497,2562,ไตรมาส 1,ภาคใต้,รวม,77.67,พันคน,สำนักงานสถิติแห่งชาติ
498,2562,ไตรมาส 2,ภาคใต้,รวม,65.32,พันคน,สำนักงานสถิติแห่งชาติ
499,2562,ไตรมาส 3,ภาคใต้,รวม,75.20,พันคน,สำนักงานสถิติแห่งชาติ
500,2562,ไตรมาส 4,ภาคใต้,รวม,95.00,พันคน,สำนักงานสถิติแห่งชาติ
501,2563,ไตรมาส 1,ภาคใต้,รวม,78.85,พันคน,สำนักงานสถิติแห่งชาติ
502,2563,ไตรมาส 2,ภาคใต้,รวม,113.49,พันคน,สำนักงานสถิติแห่งชาติ
503,2563,ไตรมาส 3,ภาคใต้,รวม,148.43,พันคน,สำนักงานสถิติแห่งชาติ
504,2563,ไตรมาส 4,ภาคใต้,รวม,159.06,พันคน,สำนักงานสถิติแห่งชาติ
505,2555,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,8.32,พันคน,สำนักงานสถิติแห่งชาติ
506,2555,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,17.80,พันคน,สำนักงานสถิติแห่งชาติ
507,2555,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,12.40,พันคน,สำนักงานสถิติแห่งชาติ
508,2555,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,10.00,พันคน,สำนักงานสถิติแห่งชาติ
509,2556,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,14.12,พันคน,สำนักงานสถิติแห่งชาติ
510,2556,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,16.28,พันคน,สำนักงานสถิติแห่งชาติ
511,2556,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,22.07,พันคน,สำนักงานสถิติแห่งชาติ
512,2556,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,14.31,พันคน,สำนักงานสถิติแห่งชาติ
513,2557,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,22.44,พันคน,สำนักงานสถิติแห่งชาติ
514,2557,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,23.87,พันคน,สำนักงานสถิติแห่งชาติ
515,2557,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,20.51,พันคน,สำนักงานสถิติแห่งชาติ
516,2557,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,19.39,พันคน,สำนักงานสถิติแห่งชาติ
517,2558,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,18.10,พันคน,สำนักงานสถิติแห่งชาติ
518,2558,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,21.12,พันคน,สำนักงานสถิติแห่งชาติ
519,2558,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,23.31,พันคน,สำนักงานสถิติแห่งชาติ
520,2558,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,15.43,พันคน,สำนักงานสถิติแห่งชาติ
521,2559,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,29.90,พันคน,สำนักงานสถิติแห่งชาติ
522,2559,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,36.79,พันคน,สำนักงานสถิติแห่งชาติ
523,2559,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,29.06,พันคน,สำนักงานสถิติแห่งชาติ
524,2559,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,36.29,พันคน,สำนักงานสถิติแห่งชาติ
525,2560,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.82,พันคน,สำนักงานสถิติแห่งชาติ
526,2560,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,30.80,พันคน,สำนักงานสถิติแห่งชาติ
527,2560,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,25.37,พันคน,สำนักงานสถิติแห่งชาติ
528,2560,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,33.41,พันคน,สำนักงานสถิติแห่งชาติ
529,2561,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,30.40,พันคน,สำนักงานสถิติแห่งชาติ
530,2561,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,23.93,พันคน,สำนักงานสถิติแห่งชาติ
531,2561,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,19.04,พันคน,สำนักงานสถิติแห่งชาติ
532,2561,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,23.44,พันคน,สำนักงานสถิติแห่งชาติ
533,2562,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.90,พันคน,สำนักงานสถิติแห่งชาติ
534,2562,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,19.56,พันคน,สำนักงานสถิติแห่งชาติ
535,2562,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,23.15,พันคน,สำนักงานสถิติแห่งชาติ
536,2562,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,25.87,พันคน,สำนักงานสถิติแห่งชาติ
537,2563,ไตรมาส 1,ภาคใต้,ในเขตเทศบาล,26.93,พันคน,สำนักงานสถิติแห่งชาติ
538,2563,ไตรมาส 2,ภาคใต้,ในเขตเทศบาล,46.37,พันคน,สำนักงานสถิติแห่งชาติ
539,2563,ไตรมาส 3,ภาคใต้,ในเขตเทศบาล,62.16,พันคน,สำนักงานสถิติแห่งชาติ
540,2563,ไตรมาส 4,ภาคใต้,ในเขตเทศบาล,62.92,พันคน,สำนักงานสถิติแห่งชาติ
541,2555,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,23.78,พันคน,สำนักงานสถิติแห่งชาติ
542,2555,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,35.10,พันคน,สำนักงานสถิติแห่งชาติ
543,2555,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,26.50,พันคน,สำนักงานสถิติแห่งชาติ
544,2555,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,17.70,พันคน,สำนักงานสถิติแห่งชาติ
545,2556,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,40.67,พันคน,สำนักงานสถิติแห่งชาติ
546,2556,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,38.95,พันคน,สำนักงานสถิติแห่งชาติ
547,2556,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,43.61,พันคน,สำนักงานสถิติแห่งชาติ
548,2556,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,27.22,พันคน,สำนักงานสถิติแห่งชาติ
549,2557,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,33.06,พันคน,สำนักงานสถิติแห่งชาติ
550,2557,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,41.99,พันคน,สำนักงานสถิติแห่งชาติ
551,2557,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,46.98,พันคน,สำนักงานสถิติแห่งชาติ
552,2557,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,32.26,พันคน,สำนักงานสถิติแห่งชาติ
553,2558,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,37.83,พันคน,สำนักงานสถิติแห่งชาติ
554,2558,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,30.81,พันคน,สำนักงานสถิติแห่งชาติ
555,2558,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,35.26,พันคน,สำนักงานสถิติแห่งชาติ
556,2558,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,42.42,พันคน,สำนักงานสถิติแห่งชาติ
557,2559,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,32.85,พันคน,สำนักงานสถิติแห่งชาติ
558,2559,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,46.02,พันคน,สำนักงานสถิติแห่งชาติ
559,2559,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,30.07,พันคน,สำนักงานสถิติแห่งชาติ
560,2559,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,39.70,พันคน,สำนักงานสถิติแห่งชาติ
561,2560,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,48.52,พันคน,สำนักงานสถิติแห่งชาติ
562,2560,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,54.26,พันคน,สำนักงานสถิติแห่งชาติ
563,2560,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,55.84,พันคน,สำนักงานสถิติแห่งชาติ
564,2560,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,64.46,พันคน,สำนักงานสถิติแห่งชาติ
565,2561,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,56.74,พันคน,สำนักงานสถิติแห่งชาติ
566,2561,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,58.00,พันคน,สำนักงานสถิติแห่งชาติ
567,2561,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,41.70,พันคน,สำนักงานสถิติแห่งชาติ
568,2561,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,48.46,พันคน,สำนักงานสถิติแห่งชาติ
569,2562,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,50.78,พันคน,สำนักงานสถิติแห่งชาติ
570,2562,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,45.76,พันคน,สำนักงานสถิติแห่งชาติ
571,2562,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,52.05,พันคน,สำนักงานสถิติแห่งชาติ
572,2562,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,69.12,พันคน,สำนักงานสถิติแห่งชาติ
573,2563,ไตรมาส 1,ภาคใต้,นอกเขตเทศบาล,51.91,พันคน,สำนักงานสถิติแห่งชาติ
574,2563,ไตรมาส 2,ภาคใต้,นอกเขตเทศบาล,67.12,พันคน,สำนักงานสถิติแห่งชาติ
575,2563,ไตรมาส 3,ภาคใต้,นอกเขตเทศบาล,86.27,พันคน,สำนักงานสถิติแห่งชาติ
576,2563,ไตรมาส 4,ภาคใต้,นอกเขตเทศบาล,96.14,พันคน,สำนักงานสถิติแห่งชาติ
